Group 254, TypeB,   6.002, 6, 2, UTbX_CB_HV3, 230, UTbX_1CB_S2, 224
Group 255, TypeB,   6.003, 6, 3, UTbX_CB_HV4, 250, UTbX_2CB_M1, 249
Group 256, TypeB,   6.004, 6, 4, UTbX_CB_HV5, 270, UTbX_2CB_S1, 264
Group 257, TypeA,   6.005, 6, 5, UTbX_CB_HV6, 230, UTbX_3CB_M1, 230
Group 258, TypeA,   6.006, 6, 6, UTbX_CB_HV7, 230, UTbX_4CB_M1, 224, UTbX_5CB_M1, 225
Group 259, TypeA,   6.007, 6, 7, UTbX_CB_HV8, 280, UTbX_6CB_M1, 234, UTbX_7CB_M1, 217, UTbX_8CB_M1, 275, UTbX_9CB_M1, 259
Group 260, TypeA,   6.008, 6, 8, UTbX_CB_HV9, 230, UTbX_1CB_M2, 228, UTbX_2CB_M2, 209
Group 261, TypeA,   6.009, 6, 9, UTbX_CB_HV10, 220, UTbX_3CB_S1, 220
Group 262, TypeA,   6.010, 6, 10, UTbX_CB_HV11, 240, UTbX_3CB_M2, 234, UTbX_4CB_S2, 237, UTbX_4CB_S1, 231, UTbX_4CB_M2, 231, UTbX_5CB_S1, 225
Group 263, TypeA,   6.011, 6, 11, UTbX_CB_HV12, 240, UTbX_5CB_M2, 234, UTbX_6CB_S1, 226, UTbX_6CB_M2, 229, UTbX_7CB_S1, 218
Group 264, TypeA,   7.000, 7, 0, UTbX_CB_HV13, 250, UTbX_7CB_S2, 237, UTbX_7CB_M2, 224, UTbX_8CB_S1, 207, UTbX_8CB_M2, 287, UTbX_9CB_S1, 196, UTbX_9CB_M2, 271,    ....Vgroup updated!! , 196.13, 236.657, 287.002
Group 265, TypeA,   7.001, 7, 1, UTbX_CB_HV14, 220, UTbX_1CB_S3, 202, UTbX_1CB_M3, 218, UTbX_2CB_S2, 217
Group 266, TypeA,   7.002, 7, 2, UTbX_CB_HV15, 240, UTbX_2CB_M3, 226, UTbX_3CB_S2, 228, UTbX_3CB_M3, 236, UTbX_4CB_S3, 233, UTbX_4CB_M3, 233, UTbX_5CB_S2, 235
Group 267, TypeA,   7.003, 7, 3, UTbX_CB_HV16, 250, UTbX_5CB_M3, 230, UTbX_6CB_S2, 232, UTbX_6CB_M3, 227, UTbX_7CB_S3, 230, UTbX_7CB_M3, 225, UTbX_8CB_S2, 221, UTbX_8CB_M3, 290, UTbX_9CB_S2, 199, UTbX_9CB_M3, 278,    ....Vgroup updated!! , 199.061, 231.709, 289.703
Group 268, TypeA,   7.004, 7, 4, UTbX_CB_HV17, 240, UTbX_1CB_S4, 214, UTbX_1CB_M4, 229, UTbX_2CB_S3, 235, UTbX_2CB_M4, 223, UTbX_3CB_S3, 235, UTbX_3CB_M4, 226, UTbX_4CB_M4, 234
Group 269, TypeA,   7.005, 7, 5, UTbX_CB_HV18, 300, UTbX_5CB_S3, 234, UTbX_5CB_M4, 227, UTbX_6CB_S3, 233, UTbX_6CB_M4, 231, UTbX_7CB_M4, 224, UTbX_8CB_S3, 215, UTbX_8CB_M4, 281, UTbX_9CB_S3, 241, UTbX_9CB_M4, 295,    ....Vgroup updated!! , 215.176, 281.066, 294.969
